20, 20, 1, 5, 36.86351706036746
20, 20, 1, 5, 36.52435830277632
20, 20, 1, 5, 36.91782171713854
20, 20, 1, 5, 37.92900183390097
20, 20, 1, 5, 37.53941145559643
20, 20, 1, 5, 36.776913954407696
20, 20, 1, 5, 36.84659277234866
20, 20, 1, 5, 37.177212694657996
20, 20, 1, 5, 37.386117847545385
20, 20, 1, 5, 36.796905729644685
20, 20, 1, 5, 37.204132339479536
20, 20, 1, 5, 36.84002633311389
20, 20, 1, 5, 37.235996326905415
20, 20, 1, 5, 37.29977116704806
20, 20, 1, 5, 37.35945821553028
20, 20, 1, 5, 37.32440593409479
20, 20, 1, 5, 37.09603106693872
20, 20, 1, 5, 37.12230215827338
20, 20, 1, 5, 37.17167747429095
20, 20, 1, 5, 36.986661410079506
20, 20, 2, 5, 25.70680224944149
20, 20, 2, 5, 26.023616009814447
20, 20, 2, 5, 25.94306873408933
20, 20, 2, 5, 25.00384911470362
20, 20, 2, 5, 25.523399014778324
20, 20, 2, 5, 26.07126401474428
20, 20, 2, 5, 24.96894409937888
20, 20, 2, 5, 25.655459592843922
20, 20, 2, 5, 25.20626108412368
20, 20, 2, 5, 26.41407931140486
20, 20, 2, 5, 26.25780106325603
20, 20, 2, 5, 25.61135539612744
20, 20, 2, 5, 25.48536209553159
20, 20, 2, 5, 25.6
20, 20, 2, 5, 25.471190091545502
20, 20, 2, 5, 25.70308898109728
20, 20, 2, 5, 25.225711860483063
20, 20, 2, 5, 26.281854467301198
20, 20, 2, 5, 25.834621329211746
20, 20, 2, 5, 25.45314307751639
20, 20, 3, 5, 22.62292118582791
20, 20, 3, 5, 22.9206177187754
20, 20, 3, 5, 22.834432300605183
20, 20, 3, 5, 22.9108320534827
20, 20, 3, 5, 22.479920584784768
20, 20, 3, 5, 22.778428018366796
20, 20, 3, 5, 22.74076072295657
20, 20, 3, 5, 21.906052393857273
20, 20, 3, 5, 22.67111551988457
20, 20, 3, 5, 23.376855660883564
20, 20, 3, 5, 22.71988441394257
20, 20, 3, 5, 22.348690153568203
20, 20, 3, 5, 22.00705818477966
20, 20, 3, 5, 22.93800539083558
20, 20, 3, 5, 22.40959509423753
20, 20, 3, 5, 22.28452563986615
20, 20, 3, 5, 22.532420749279538
20, 20, 3, 5, 23.037404236142407
20, 20, 3, 5, 22.0781559517378
20, 20, 3, 5, 22.890476621144977
20, 20, 4, 5, 22.172530312065195
20, 20, 4, 5, 22.74321210299569
20, 20, 4, 5, 21.983059292476334
20, 20, 4, 5, 22.586776032809844
20, 20, 4, 5, 21.352917665867306
20, 20, 4, 5, 21.734335839598998
20, 20, 4, 5, 22.48054280582718
20, 20, 4, 5, 22.505708329196864
20, 20, 4, 5, 21.184419713831478
20, 20, 4, 5, 22.167978479625386
20, 20, 4, 5, 21.43071235887701
20, 20, 4, 5, 21.12280701754386
20, 20, 4, 5, 21.53754113072091
20, 20, 4, 5, 21.977582065652523
20, 20, 4, 5, 21.936127744510976
20, 20, 4, 5, 22.23105985285345
