1, 20, 5, 5, 100.0
2, 20, 5, 5, 67.77287040444935
2, 20, 5, 5, 67.15346382769835
3, 20, 5, 5, 54.41690030003443
3, 20, 5, 5, 53.76767055931162
3, 20, 5, 5, 54.139656404821174
4, 20, 5, 5, 46.09704641350211
4, 20, 5, 5, 46.2835438347281
4, 20, 5, 5, 46.65596740841332
4, 20, 5, 5, 45.787136246467284
5, 20, 5, 5, 40.68510787717998
5, 20, 5, 5, 41.7548931515412
5, 20, 5, 5, 40.303884711779446
5, 20, 5, 5, 40.35965598123534
5, 20, 5, 5, 40.27495703796282
6, 20, 5, 5, 38.26928895612708
6, 20, 5, 5, 38.16342696971544
6, 20, 5, 5, 38.07650405519913
6, 20, 5, 5, 38.11863173216885
6, 20, 5, 5, 38.598408939090305
6, 20, 5, 5, 38.980401587110734
7, 20, 5, 5, 34.339687742603296
7, 20, 5, 5, 36.067664059843594
7, 20, 5, 5, 34.846552750148774
7, 20, 5, 5, 34.85305524433336
7, 20, 5, 5, 35.29662461643368
7, 20, 5, 5, 35.61363054060979
7, 20, 5, 5, 36.21658436914694
8, 20, 5, 5, 32.977741306800695
8, 20, 5, 5, 32.00247601361807
8, 20, 5, 5, 34.38170121515368
8, 20, 5, 5, 33.43354758449098
8, 20, 5, 5, 33.02932946419318
8, 20, 5, 5, 32.149571756841446
8, 20, 5, 5, 33.145260566270004
8, 20, 5, 5, 33.673365296337856
9, 20, 5, 5, 30.30733894782894
9, 20, 5, 5, 29.324730225831573
9, 20, 5, 5, 30.258423290807983
9, 20, 5, 5, 30.55312636641889
9, 20, 5, 5, 30.90391770628146
9, 20, 5, 5, 30.70204170761
9, 20, 5, 5, 31.40837411636759
9, 20, 5, 5, 31.013565677732437
9, 20, 5, 5, 31.318621589303184
10, 20, 5, 5, 28.201512626586336
10, 20, 5, 5, 29.212059792247278
10, 20, 5, 5, 29.69061876247505
10, 20, 5, 5, 29.04574832087188
10, 20, 5, 5, 30.365182591295646
10, 20, 5, 5, 29.407294832826747
10, 20, 5, 5, 30.245746691871457
10, 20, 5, 5, 28.311788045565084
10, 20, 5, 5, 29.21878989022211
10, 20, 5, 5, 29.30244399185336
11, 20, 5, 5, 27.03320134023759
